,correct,incorrect
37495,manoeuvre,manouver
37496,manoeuvre,manuever
37497,manoeuvres,manouvers
37498,manoeuvres,manuevers
37499,manufacture,manufature
37500,manufactured,manufatured
37501,manufacturing,manufaturing
37502,mare,mear
37503,marked,maked
37504,marketing,marketting
37505,marriage,marrage
37506,marriage,marraige
37507,married,marryied
37508,mass_media,massmedia
37509,mathematician,mathmatician
37510,mathematicians,matheticians
37511,mathematicians,mathmaticians
37512,mathematics,mathamatics
37513,mediaeval,medeival
37514,medicine,medacine
37515,medieval,medeival
37516,member,memeber
37517,mentioned,maintioned
37518,mere,mear
37519,messenger,messanger
37520,metallic,metalic
37521,metallurgic,metalurgic
37522,metallurgical,metalurgical
37523,metallurgy,metalurgy
37524,metamorphosis,metamorphysis
37525,midwives,midwifes
37526,milieu,mileau
37527,milieu,mileu
37528,military,millitary
37529,millennium,milennium
37530,millennium,millenium
37531,millipede,millepede
37532,miniature,minature
37533,ministry,ministery
37534,minuscule,miniscule
37535,miscellaneous,miscelaneous
37536,miscellaneous,miscellanious
37537,miscellaneous,miscellanous
37538,mischievous,mischeivous
37539,mischievous,mischevious
37540,mischievous,mischievious
37541,misdemeanor,misdameanor
37542,misdemeanor,misdemenor
37543,misdemeanors,misdameanors
37544,misdemeanors,misdemenors
37545,misdemeanour,misdameanor
37546,misdemeanour,misdemenor
37547,misdemeanours,misdameanors
37548,misdemeanours,misdemenors
37549,misogynist,mysogynist
37550,misogyny,mysogyny
37551,missel,missle
37552,missile,misile
37553,missile,missle
37554,misspelling,mispelling
37555,mizzen,missen
37556,model,modle
37557,moment,moent
37558,monasteries,monestaries
37559,monastery,monestary
37560,monetary,monestary
37561,money,moeny
37562,monolithic,monolite
37563,more,mroe
37564,more,omre
37565,mortgage,morgage
37566,most_famous,famoust
37567,motivated,motiviated
37568,movie,movei
37569,mucous,mucuous
37570,municipalities,muncipalities
37571,municipality,muncipality
37572,murder,muder
37573,murdering,mudering
37574,muscles,muscels
37575,mussels,muscels
37576,myriad,myraid
37577,myself,mysef
37578,mysterious,misterious
37579,mysterious,misteryous
37580,mysterious,mysterous
37581,mystery,mistery
37582,natural,naturual
37583,naturally,naturaly
37584,naturally,naturely
37585,naturally,naturually
37586,necessarily,neccesarily
37587,necessarily,neccessarily
37588,necessarily,necesarily
37589,necessarily,nessasarily
37590,necessary,neccesary
37591,necessary,neccessary
37592,necessary,necesary
37593,need,ened
37594,negligible,neglible
37595,negligible,negligable
37596,negotiate,negociate
37597,negotiation,negociation
37598,negotiation,negotation
37599,neighbor,neigbour
37600,neighboring,neigbouring
37601,neighbors,neigbours
37602,neighbour,neigbour
37603,neighbouring,neigbouring
37604,neighbours,neigbours
37605,next,enxt
37606,nice,neice
37607,nickel,nickle
37608,niece,neice
37609,nineteenth,ninteenth
37610,ninety,ninty
37611,ninth,nineth
37612,no_one,noone
37613,north,noth
37614,northeastern,northereastern
37615,northern,northen
37616,northern,nothern
37617,not,nto
37618,not,onot
37619,notable,noteable
37620,notably,noteably
37621,note,onot
37622,noticeable,noticable
37623,noticeable,noticible
37624,noticing,noticeing
37625,notoriety,noteriety
37626,nouveau,noveau
37627,nuclear,nucular
37628,nuclear,nuculear
37629,nuisance,nuisanse
37630,nuisance,nusance
37631,nutrient,nutritent
37632,nutrients,nutritents
37633,obedience,obediance
37634,obedient,obediant
37635,obstacle,obstacal
37636,occasion,ocasion
37637,occasion,ocassion
37638,occasion,occassion
37639,occasional,ocasional
37640,occasional,ocassional
37641,occasional,occassional
37642,occasionally,ocasionally
37643,occasionally,ocasionaly
37644,occasionally,ocassionally
37645,occasionally,occassionally
37646,occasionally,occassionaly
37647,occasioned,ocasioned
37648,occasioned,ocassioned
37649,occasioned,occassioned
37650,occasions,ocasions
37651,occasions,ocassions
37652,occasions,occassions
37653,occur,occurr
37654,occur,ocurr
37655,occurred,occured
37656,occurred,ocurred
37657,occurrence,occurance
37658,occurrence,occurence
37659,occurrence,occurrance
37660,occurrence,ocurrance
37661,occurrence,ocurrence
37662,occurrences,occurances
37663,occurrences,occurences
37664,occurrences,occurrances
37665,occurring,occuring
37666,octahedral,octohedral
37667,octahedron,octohedron
37668,official,offical
37669,officially,offically
37670,officially,officaly
37671,officially,officialy
37672,ogling,oging
37673,omission,omision
37674,omission,ommision
37675,omitted,omited
37676,omitted,ommited
37677,omitted,ommitted
37678,omitting,omiting
37679,omitting,ommiting
37680,omitting,ommitting
37681,omnivorous,omniverous
37682,omnivorously,omniverously
37683,one,noone
37684,only,lonly
37685,only,onyl
37686,ophthalmic,opthalmic
37687,ophthalmologist,opthalmologist
37688,ophthalmologist,opthamologist
37689,ophthalmology,opthalmology
37690,opinion,oppinion
37691,opponent,oponent
37692,opportunity,oportunity
37693,opposite,oposite
37694,opposition,oposition
37695,oppression,opression
37696,oppressive,opressive
37697,optimism,optomism
37698,orally,erally
37699,organ,orgin
37700,organism,organim
37701,origin,orgin
37702,original,orginal
37703,original,origional
37704,originally,originaly
37705,originally,originnally
37706,originally,orignally
37707,other,otehr
37708,overshadowed,overshaddowed
37709,overwhelming,overwelming
37710,oxygen,oxigen
37711,oxymoron,oximoron
37712,paid,paide
37713,paid,payed
37714,palace,palce
37715,pamphlet,pamplet
37716,pantomime,pantomine
37717,parakeets,parrakeets
37718,parallel,paralel
37719,parallel,paralell
37720,parallel,parralel
37721,parallel,parrallel
37722,parallel,parrallell
37723,paraphernalia,paraphenalia
37724,parenthesis,paranthesis
37725,parliamentarian,paliamentarian
37726,particular,parituclar
37727,particularly,particularily
37728,passed,pased
37729,pastime,pasttime
37730,pastoral,pastural
37731,patented,pattented
37732,peculiar,peculure
37733,pejorative,perjorative
37734,penalty,penatly
37735,peninsula,penninsula
37736,peninsula,penninsular
37737,peninsula,pennisula
37738,peninsular,penninsular
37739,people,peopel
37740,perceived,percepted
37741,perceived,percieved
37742,performance,performence
37743,performed,performes
37744,performs,performes
37745,perhaps,perhasp
37746,perhaps,perheaps
37747,perhaps,perhpas
37748,perhaps,perphas
37749,peripatetic,peripathetic
37750,perjury,perjery
37751,permanent,permenant
37752,permissible,permissable
37753,permission,premission
37754,perpendicular,perpindicular
37755,persistence,persistance
37756,persistent,persistant
37757,personal,personel
37758,personnel,personel
37759,personnel,personell
37760,personnel,personnell
37761,persuade,pursuade
37762,persuaded,pursuaded
37763,persuades,pursuades
37764,persuading,pususading
37765,perturbation,pertubation
37766,perturbations,pertubations
37767,petition,petetion
37768,phenomena,phenonmena
37769,phenomenal,phenomenonal
37770,phenomenal,phenomenonly
37771,phenomenally,phenomenonly
37772,phenomenon,phenomonenon
37773,pheromone,feromone
37774,phial,fiel
37775,phials,fiels
37776,philosopher,philisopher
37777,philosophical,philisophical
37778,philosophy,philisophy
37779,phonetic,fonetic
37780,phonograph,phongraph
37781,piece,peice
37782,pilgrimage,pilgrimmage
37783,pilgrimages,pilgrimmages
37784,pineapple,pinapple
37785,pineapple,pinnaple
37786,pitch,pich
37787,place,palce
37788,plaintiff,plantiff
37789,planned,planed
37790,playwright,playwrite
37791,playwrights,playwrites
37792,pleasant,plesant
37793,poem,peom
37794,poems,peoms
37795,poetry,peotry
37796,pogrom,progrom
37797,pogroms,progroms
37798,poison,poisin
37799,pollinator,polinator
37800,pollute,polute
37801,polluted,poluted
37802,pollutes,polutes
37803,polluting,poluting
37804,pollution,polution
37805,pomegranate,pomegranite
37806,popularity,popularaty
37807,portrayed,protrayed
37808,position,positon
37809,position,possition
37810,position,postion
37811,positron,positon
37812,possess,posess
37813,possessed,posessed
37814,possesses,posesses
37815,possesses,posseses
37816,possessing,posessing
37817,possessing,possesing
37818,possession,posession
37819,possession,possesion
37820,possibility,possibilty
37821,possible,possable
37822,possibly,possably
37823,power,pwoer
37824,powerful,powerfull
37825,practical,practial
37826,practically,practially
37827,practically,practicaly
37828,practically,practicly
37829,practitioner,practicioner
37830,practitioners,practicioners
37831,prairie,prairy
37832,preamble,preample
37833,precede,preceed
37834,preceded,preceeded
37835,precedes,preceeds
37836,preceding,preceeding
37837,precursor,precurser
37838,predecessor,precedessor
37839,predominately,prominately
37840,preferably,preferrably
37841,preferred,prefered
37842,preferring,prefering
37843,pregnancies,pregancies
37844,premiere,premeire
37845,premiered,premeired
37846,preparation,prepartion
37847,prepare,prepair
37848,prerogative,perogative
37849,presence,presense
37850,presidential,presidental
37851,prestigious,prestigeous
37852,prestigious,prestigous
37853,presumably,presumibly
37854,prevalent,prevelant
37855,previous,previvous
37856,primitive,primative
37857,primitively,primatively
37858,primitives,primatives
37859,primordial,primordal
37860,principal,pricipal
37861,principle,priciple
37862,privilege,privelege
37863,privilege,privelige
37864,privilege,privilage
37865,privilege,priviledge
37866,privilege,privledge
37867,privileged,priveleged
37868,privileged,priveliged
37869,privileges,priveledges
37870,privileges,priveleges
37871,privileges,priveliges
37872,privileges,priviledges
37873,pro_tem,protem
37874,probability,probalibity
37875,probably,probablly
37876,probably,probaly
37877,problem,probelm
37878,procedure,procedger
37879,procedure,proceedure
37880,proceed,procede
37881,proceeded,proceded
37882,proceeding,proceding
37883,proceedings,procedings
37884,process,proccess
37885,processing,proccessing
37886,proclaimed,proclamed
37887,proclaiming,proclaming
37888,proclamation,proclomation
37889,profession,profesion
37890,profession,proffesion
37891,professor,profesor
37892,professor,proffesor
37893,profusion,profesion
37894,program,progrom
37895,programmable,programable
37896,programs,progroms
37897,prohibition,prohabition
37898,prolegomena,prologomena
37899,prolific,profilic
37900,prominence,prominance
37901,prominent,prominant
37902,prominently,prominantly
37903,prominently,prominately
37904,promiscuous,promiscous
37905,pronominal,pronomial
37906,pronunciation,pronounciation
37907,propaganda,propoganda
37908,propagate,propogate
37909,propagates,propogates
37910,propeller,propellor
37911,propellers,propellors
37912,proper,propper
37913,prophecy,prophacy
37914,proportions,propotions
37915,proprietary,propietary
37916,proprietary,proprietory
37917,proselytizing,proseletyzing
37918,protagonist,protaganist
37919,protagonists,protaganists
37920,protein,protem
37921,protuberance,protruberance
37922,provided,provded
37923,pseudonym,pseudonyn
37924,pseudonymous,pseudononymous
37925,psychic,psyhic
37926,psychic,pyscic
37927,psychology,psycology
37928,publicly,publically
37929,pumpkin,pumkin
37930,purpose,perphas
37931,purposely,purposedly
37932,pursue,persue
37933,pursuing,persuing
37934,pursuit,persuit
37935,putting,puting
37936,quantity,quantaty
37937,quantity,quantitiy
37938,quarantine,quarantaine
37939,quickly,quicklyu
37940,quiet,qtuie
37941,quiet,qutie
37942,quite,qtuie
37943,quite,qutie
37944,quizzes,quizes
37945,rabbinical,rabinnical
37946,rarefied,rarified
37947,ratify,radify
37948,real,rela
37949,realised,relized
37950,realized,relized
37951,really,erally
37952,really,raelly
37953,really,realy
37954,really,realyl
37955,really,relaly
37956,recall,reacll
37957,receded,receeded
37958,receding,receeding
37959,receipt,reciept
37960,receive,recieve
37961,received,recieved
37962,receiver,reciever
37963,receivers,recievers
37964,receives,recieves
37965,receiving,recieving
37966,recipient,recepient
37967,recipient,recipiant
37968,recipients,recepients
37969,recipients,recipiants
37970,recognize,recogize
37971,recommend,reccomend
37972,recommend,reccommend
37973,recommend,recomend
37974,recommended,reccomended
37975,recommended,reccommended
37976,recommended,recomended
37977,recommending,reccomending
37978,recommending,reccommending
37979,recommending,recomending
37980,recommends,recomends
37981,reconciliation,reconcilation
37982,reconnaissance,reconaissance
37983,reconnaissance,reconnaissence
37984,record,recrod
37985,recreational,recrational
37986,recurring,reccuring
37987,reevaluated,revaluated
37988,reference,referrence
37989,reference,refference
37990,referral,referal
37991,referred,refered
37992,referred,reffered
37993,referring,refering
37994,refers,referrs
37995,refrigerator,refridgerator
37996,refusal,refusla
37997,regardless,irregardless
37998,regular,regluar
37999,regularly,reguarly
38000,regularly,regularily
38001,rehearsal,rehersal
38002,relationship,relatiopnship
38003,relatively,relativly
38004,relevance,relevence
38005,relevant,relevent
38006,relieve,releive
38007,relieved,releived
38008,religious,religeous
38009,religious,religous
38010,remember,remeber
38011,remembrance,rememberance
38012,remembrance,remembrence
38013,reminiscent,reminescent
38014,remnant,reminent
38015,renown,reknown
38016,renowned,reknowned
38017,repartition,repatition
38018,repentance,repentence
38019,repentant,repentent
38020,repetition,repatition
38021,repetition,repetion
38022,representative,representive
38023,representatives,representives
38024,required,recquired
38025,resemblance,resemblence
38026,resemblance,ressemblance
38027,resemblance,ressemblence
38028,resemble,ressemble
38029,resembled,ressembled
38030,resembling,ressembling
38031,reside,recide
38032,resided,recided
38033,resident,recident
38034,residents,recidents
38035,residing,reciding
38036,resistance,resistence
38037,resistant,resistent
38038,resistible,resistable
38039,response,reponse
38040,response,responce
38041,responsibility,responnsibilty
38042,responsible,reponsible
38043,restaurant,restaraunt
38044,restaurant,resteraunt
38045,restaurant,restraunt
38046,restaurants,restaraunts
38047,restaurants,resteraunts
38048,restoration,restauration
38049,restraint,restraunt
38050,resurrecting,resurecting
38051,resurrection,ressurection
38052,retaliated,retalitated
38053,retaliation,retalitation
38054,reversible,reversable
38055,revolutionary,revolutionar
38056,rewrite,rewriet
38057,rhyme,rhymme
38058,rhythm,rhythem
38059,rhythm,rhythim
38060,rhythm,rythem
38061,rhythm,rythim
38062,rhythm,rythm
38063,ridiculous,rediculous
38064,rigor,rigeur
38065,rigorous,rigourous
38066,rigour,rigeur
38067,ringing,rininging
38068,rococo,rococco
38069,room-mate,roomate
38070,roommate,roomate
38071,roughly,rougly
38072,rule,rulle
38073,sacrifice,sacrafice
38074,safety,saftey
38075,salary,salery
38076,same,smae
38077,sandwich,sandwhich
38078,sassy,sasy
38079,satellite,satelite
38080,satellite,sattelite
38081,satellites,satelites
38082,satellites,sattelites
38083,satyr,sotyr
38084,says,sasy
38085,says,syas
38086,scalable,scaleable
38087,schedule,schedual
38088,scholarly,scholarstic
38089,scholastic,scholarstic
38090,sclera,clera
38091,script,scirpt
38092,script,scripot
38093,scroll,scoll
38094,secede,seceed
38095,seceded,secceeded
38096,seceded,seceeded
38097,secretary,secratary
38098,secretary,secretery
38099,seize,sieze
38100,seized,siezed
38101,seizing,siezing
38102,seizure,siezure
38103,seizures,siezures
38104,sense,sence
38105,separate,seperate
38106,separated,seperated
38107,separately,seperately
38108,separates,seperates
38109,separating,seperating
38110,separation,seperation
38111,sepulcher,sepulchure
38112,sepulcher,sepulcre
38113,sepulchre,sepulchure
38114,sepulchre,sepulcre
38115,sergeant,sargant
38116,serval,cervial
38117,servile,cervial
38118,several,severeal
38119,severely,severley
38120,shadow,shaddow
38121,sheath,sheat
38122,sheet,sheat
38123,sheriff,sherif
38124,shining,shineing
38125,should,shoudl
38126,should,shoudln
38127,should,sould
38128,shouldn't,shoudln
38129,shouldn't,shouldnt
38130,show,sohw
38131,sidereal,sedereal
38132,sidereal,sideral
38133,siege,seige
38134,signatories,signitories
38135,signatory,signitory
38136,significantly,signifantly
38137,significantly,significently
38138,similar,similiar
38139,similar,simmilar
38140,similarity,similiarity
38141,similarly,similarily
38142,simpler,simplier
38143,simply,simpley
38144,simultaneous,simultanous
38145,since,sicne
38146,since,sinse
38147,sincerely,sincerley
38148,sines,sinse
38149,singsong,singsog
38150,size,sieze
38151,sized,siezed
38152,sizing,siezing
38153,sneeze,snese
38154,sold,sould
38155,soldiers,soliders
38156,soliloquy,soliliquy
38157,solitary,solatary
38158,some,smoe
38159,some,soem
38160,sophisticated,sophicated
38161,sophisticated,suphisticated
38162,sophomore,sophmore
38163,sound,soudn
38164,sounds,soudns
38165,soup,suop
38166,south,sourth
38167,southern,sourthern
38168,souvenir,souvenier
38169,souvenirs,souveniers
38170,sovereign,soverign
38171,sovereignty,sovereignity
38172,sovereignty,soverignity
38173,specialised,speciallized
38174,specialized,speciallized
38175,specific,specif
38176,specify,specif
38177,specimen,speciman
38178,spectacular,spectauclar
38179,speech,speach
38180,spermatozoa,spermatozoan
38181,spermatozoon,spermatozoan
38182,sponsor,sponser
38183,sponsored,sponzored
38184,spontaneous,spontanous
38185,spread,spreaded
38186,start,strat
38187,statement,statment
38188,stop,stpo
38189,stories,storeis
38190,stories,storise
38191,story,sotry
38192,story,sotyr
38193,story,stopry
38194,story,stoyr
38195,story,stroy
38196,strand,strnad
38197,strange,stange
38198,strata,strat
38199,strategic,startegic
38200,strategies,startegies
38201,strategies,stradegies
38202,strategy,startegy
38203,strategy,stradegy
38204,strength,strenght
38205,strengthen,strenghen
38206,strengthen,strenghten
38207,strengthened,strenghened
38208,strengthened,strenghtened
38209,strengthening,strenghening
38210,strengthening,strenghtening
38211,strenuous,strenous
38212,strictest,strictist
38213,stringent,stingent
38214,striven,strived
38215,strongest,stornegst
38216,strove,strived
38217,structure,stucture
38218,structured,stuctured
38219,stubbornness,stubborness
38220,study,studdy
38221,stylus,stilus
38222,subpoena,sepina
38223,subsidiary,subsidary
38224,subsidiary,subsiduary
38225,substance,substace
38226,substantial,substatial
38227,subterranean,subterranian
38228,subtract,substract
38229,subtracted,substracted
38230,subtracting,substracting
38231,subtraction,substraction
38232,subtracts,substracts
38233,succeed,seceed
38234,succeed,suceed
38235,succeeded,secceeded
38236,succeeded,seceeded
38237,succeeded,suceeded
38238,succeeding,suceeding
38239,succeeds,suceeds
38240,success,sucess
38241,successes,sucesses
38242,successful,succesful
38243,successful,successfull
38244,successful,sucesful
38245,successful,sucessfull
38246,successfully,succesfully
38247,successfully,succesfuly
38248,successfully,sucesfully
38249,successfully,sucesfuly
38250,successfully,sucessfully
38251,successfully,sucessfuly
38252,succession,succesion
38253,succession,sucesion
38254,succession,sucession
38255,successive,succesive
38256,successive,sucessive
38257,sufficient,sufficent
38258,sufficiently,sufficently
38259,suffrage,sufferage
38260,summary,sumary
38261,superintendent,superintendant
38262,supersede,supercede
38263,superseded,superceded
38264,supplanted,surplanted
38265,support,wupport
38266,suppose,supose
38267,supposed,suposed
38268,supposedly,suposedly
38269,supposes,suposes
38270,supposing,suposing
38271,suppress,supress
38272,suppressed,supressed
38273,suppressed,surpressed
38274,suppresses,supresses
38275,suppressing,supressing
38276,surely,surley
38277,surly,surley
38278,surprise,suprise
38279,surprise,suprize
38280,surprise,surprize
38281,surprised,suprised
38282,surprised,suprized
38283,surprised,surprized
38284,surprising,suprising
38285,surprising,suprizing
38286,surprising,surprizing
38287,surprisingly,suprisingly
38288,surprisingly,suprizingly
38289,surprisingly,surprizingly
38290,surrendered,surrended
38291,surreptitious,surrepetitious
38292,surreptitious,surreptious
38293,surreptitiously,surrepetitiously
38294,surreptitiously,surreptiously
38295,surround,suround
38296,surrounded,surounded
38297,surrounded,surrended
38298,surrounding,surounding
38299,surroundings,suroundings
38300,surrounds,surounds
38301,surveyor,surveyer
38302,survivors,survivers
38303,susceptible,suseptible
38304,swear,swaer
38305,swears,swaers
38306,swimming,swiming
38307,symmetric,symmetral
38308,symmetrical,symetrical
38309,symmetrically,symetrically
38310,symmetrically,symmetricaly
38311,symmetry,symetry
38312,synonymous,synonomous
38313,syphilis,syphyllis
38314,syrup,syrap
38315,take,tkae
38316,takes,tkaes
38317,taking,tkaing
38318,talked,talekd
38319,talking,tlaking
38320,targeted,targetted
38321,targeting,targetting
38322,taste,tast
38323,tattoos,tattooes
38324,taught,teached
38325,taxonomic,taxanomic
38326,taxonomy,taxanomy
38327,technician,techician
38328,technicians,techicians
38329,temperament,temperment
38330,temperate,temparate
38331,temperature,temperture
38332,tendencies,tendancies
38333,tendency,tendancy
38334,tennis_player,tennisplayer
38335,tentacle,tenacle
38336,tentacles,tenacles
38337,terrestrial,terrestial
38338,territories,terriories
38339,territory,terriory
38340,terrorist,territorist
38341,than,tahn
38342,than,thna
38343,that,taht
38344,that,tath
38345,that,thgat
38346,that,thta
38347,that,tyhat
38348,the,tghe
38349,the,ther
38350,the,thge
38351,the,tje
38352,the,tjhe
38353,theater,theather
38354,theatre,theather
38355,their,ther
38356,their,theri
38357,their,thier
38358,themselves,themselfs
38359,then,thne
38360,theologian,theologist
38361,there,ther
38362,these,theese
38363,they,tehy
38364,they,tyhe
38365,thickening,thikning
38366,thief,theif
38367,thieves,theives
38368,thing,thign
38369,thing,thnig
38370,things,thigns
38371,things,thigsn
38372,things,thnigs
38373,think,thikn
38374,think,thiunk
38375,think,tihkn
38376,thinking,thikning
38377,thinks,thikns
38378,third,thrid
38379,this,thsi
38380,this,tihs
38381,thoroughly,throughly
38382,those,ethose
38383,those,thsoe
38384,three,threee
38385,threshold,threshhold
38386,through,throught
38387,through,thru
38388,throughout,throught
38389,time,tiem
38390,time,timne
38391,time,tiome
38392,tobacco,tobbaco
38393,today,todya
38394,today's,todays
38395,tolerance,tolerence
38396,tomatoes,tomatos
38397,tome,tiome
38398,tomorrow,tommorow
38399,tomorrow,tommorrow
38400,tonight,tongiht
38401,torch,tourch
38402,tornadoes,tornados
38403,toroidal,toriodal
38404,touch,tourch
38405,toward,towrad
38406,town,twon
38407,traditionally,traditionaly
38408,traffic,trafic
38409,trafficked,trafficed
38410,transcendence,transcendance
38411,transcendent,trancendent
38412,transcendent,transcendant
38413,transcendental,transcendentational
38414,transcending,trancending
38415,transcending,transending
38416,transcribing,transcripting
38417,transcription,transcripting
38418,transferred,transfered
38419,transferring,transfering
38420,translator,translater
38421,translators,translaters
38422,transmissible,transmissable
38423,tremolo,tremelo
38424,trilogy,triology
38425,troops,troups
38426,troupes,troups
38427,truly,truely
38428,trunk,turnk
38429,turnkey,turnk
38430,tyranny,tyrany
38431,tyranny,tyrrany
38432,ubiquitous,ubiquitious
38433,uncertainty,uncertainity
38434,unconscious,unconcious
38435,unconsciousness,unconciousness
38436,unconventional,unconvential
38437,undecidable,undecideable
38438,unfortunately,unforetunately
38439,unfortunately,unfortunatly
38440,unilateral,unilatreal
38441,unilaterally,unilatreally
38442,universities,univeristies
38443,universities,univesities
38444,university,univeristy
38445,university,univesity
38446,unnecessarily,unneccesarily
38447,unnecessarily,unneccessarily
38448,unnecessarily,unnecesarily
38449,unnecessary,unecessary
38450,unnecessary,unneccessary
38451,unnecessary,unnecesary
38452,unpleasant,unplesant
38453,unrepentant,unrepentent
38454,unsaid,unsed
38455,unsubstantiated,unsubstanciated
38456,unsuccessful,unsuccessfull
38457,unsuccessful,unsucesful
38458,unsuccessful,unsucessfull
38459,unsuccessfully,unsucesfuly
38460,unsuccessfully,unsucessfully
38461,unsurprised,unsuprised
38462,unsurprised,unsuprized
38463,unsurprised,unsurprized
38464,unsurprising,unsuprising
38465,unsurprising,unsuprizing
38466,unsurprising,unsurprizing
38467,until,untill
38468,unusable,unuseable
38469,unused,unsed
38470,unwieldy,unweildly
38471,unwieldy,unwieldly
38472,upon,apon
38473,usable,useable
38474,usage,useage
38475,use,uise
38476,use,useage
38477,used,unsed
38478,useful,usefull
38479,usefully,usefuly
38480,using,useing
38481,usually,usally
38482,usually,usualy
38483,vacuum,vaccum
38484,vacuum,vaccume
38485,vagina,agina
38486,valuable,valuble
38487,valuable,valueable
38488,varieties,varities
38489,variety,varity
38490,vegetable,vegitable
38491,vegetables,vegitables
38492,vengeance,vengance
38493,venomous,venemous
38494,veranda,meranda
38495,verification,verfication
38496,very,veyr
38497,very,vrey
38498,very,vyer
38499,very,vyre
38500,vicinity,vacinity
38501,vigor,vigeur
38502,vigorous,vigourous
38503,vigour,vigeur
38504,vilify,villify
38505,villain,villian
38506,villain,villin
38507,villein,villin
38508,villi,villin
38509,visible,visable
38510,visibly,visably
38511,visiting,visting
38512,volcano,volcanoe
38513,volcanoes,volcanos
38514,voluntary,volontary
38515,volunteer,volonteer
38516,volunteer,volounteer
38517,volunteered,volonteered
38518,volunteered,volounteered
38519,volunteering,volonteering
38520,volunteering,volounteering
38521,volunteers,volonteers
38522,volunteers,volounteers
38523,want,watn
38524,want,wnat
38525,want_to,wanna
38526,wanted,wnated
38527,wants,wnats
38528,warrant,warrent
38529,was,wass
38530,was,ws
38531,wasn't,wasnt
38532,weaponry,weaponary
38533,wear,mear
38534,weather,wether
38535,weird,wierd
38536,what,waht
38537,what,whta
38538,when,wehn
38539,wherever,whereever
38540,whether,wether
38541,which,hwihc
38542,which,whcih
38543,which,whic
38544,which,whihc
38545,which,wich
38546,while,hwile
38547,whole,hwole
38548,whole,wohle
38549,wholly,wholy
38550,wield,weild
38551,wielded,weilded
38552,wife,wief
38553,wild,weild
38554,will,iwll
38555,will,wiull
38556,wintry,wintery
38557,witch,wich
38558,with,iwth
38559,with,wiht
38560,with,witht
38561,with,wtih
38562,withdraw,withdrawl
38563,withdrawal,withdrawl
38564,within,withing
38565,women's,womens
38566,won't,wont
38567,wont,wont
38568,work,owrk
38569,work,wokr
38570,work,wrok
38571,working,wokring
38572,working,wroking
38573,worsened,worstened
38574,would,owudl
38575,would,woudl
38576,write,rwite
38577,write,wriet
38578,writing,wirting
38579,written,writen
38580,wrote,wroet
38581,year,eyar
38582,year,yera
38583,years,eyars
38584,years,eyasr
38585,years,yeasr
38586,years,yeras
38587,years,yersa
38588,Nevada, nevade
38589,Presbyterian, presbyterian
38590,RSX, rsx
38591,Stephen, Steffen
38592,Susan, susan
38593,ability, abilitey
38594,about, abouy
38595,absorption, absorbtion
38596,accidentally, accidently
38597,accommodate, accomodate acommadate
38598,accord, acord
38599,acquaintance, aquantance
38600,acquire, equire
38601,adultery, adultry
38602,aggressive, aggresive
38603,alcohol, alchohol
38604,alcoholic, alchoholic
38605,alive, allieve
38606,all_right, alright
38607,amateur, amature
38608,ambivalent, ambivilant
38609,amorphous, amourfous
38610,amplification, amification
38611,anatomy, anonomy anotomy
38612,announce, annuncio
38613,announcement, annonsment
38614,anoint, annoint
38615,anonymous, anynomous
38616,appreciate, appresteate
38617,appreciated, appreceiated
38618,archetype, archeype
38619,architecture, aratictature aricticure
38620,arctic, artic
38621,asterisk, asterick
38622,asymmetric, asymetric
38623,asymptote, asentote
38624,at, ast
38625,attentively, atentively
38626,automatically, autoamlly
38627,bankrupt, bankrot
38628,basically, basicly
38629,battalion, batallion
38630,beginning, beggining beging bigginging
38631,behavior, behaviour
38632,behaviour, behavior
38633,believe, beleive belive
38634,benefits, benidifs
38635,better, metter
38636,bleat, blait
38637,boycott, boygot
38638,broccoli, brocolli
38639,browse, bbrose
38640,buoyant, bouyant
38641,bureau, beauro
38642,bureaucracy, beaurocracy buracracy burracracy
38643,bush, buch
38644,butter, buder budr budter
38645,button, buton
38646,by_by, byby
38647,caller, cauler
38648,came, gamne
38649,caveats, cravets
38650,cemetery, cemetary
38651,changing, changeing
38652,cheat, cheet
38653,circle, cicle circue
38654,circumstances, circumstaces
38655,club, clob
38656,cockamamie, cocamena
38657,colleague, colleaque
38658,colloquialism, colloquilism
38659,colon, coaln
38660,column, columne
38661,combo, cumba
38662,commercials, commerciasl
38663,commitment, comitmment comittmen comittmend
38664,committed, commited
38665,committee, comitte commitee
38666,companies, companys
38667,compiler, comiler
38668,complicated, compicated
38669,computer, comupter
38670,congratulations, congradulations
38671,consensus, concensus
38672,consistent, consident
38673,consonant, consident
38674,constant, contast contastant
38675,continue, contunie
38676,contribution, conibation
38677,coolly, cooly
38678,coping, copping
38679,cosmopolitan, cosmoplyton
38680,court, courst
38681,crazy, crasy
38682,credibility, credetability
38683,critique, criqitue ctitique
38684,croak, croke
38685,crucified, crusifed
38686,crucifixion, crucifiction
38687,customization, custamisation
38688,daily, daly
38689,dangerous, danguages
38690,dangle, dongle
38691,decision, disition
38692,defence, defense
38693,defense, defence
38694,defiantly, defenly
38695,definite, definate
38696,definitely, definately
38697,deities, dieties
38698,dependable, dependeble
38699,description, descrption descrptn
38700,desiccate, dessicate
38701,despair, dispair
38702,desperate, desparate
38703,destroy, distroy
38704,development, developement develpond
38705,developments, develepment
38706,dictionary, ductioneery
38707,dinosaur, dinasaur dinasour
38708,directly, direcyly
38709,disagree, diagree
38710,discuss, discuess
38711,discussion, disssicion
